scenario_id_fr,text,group
17_307_3,wait and be late for court,4
17_308_3,Reschedule the court appointment,7
17_309_3,Call someone to take over for him,2
17_310_3,Call another co-worker and ask them to come,2
17_311_3,keep calling and texting his boss,1
17_209_4,close store,3
17_210_4,leave the store unattended,6
17_211_4,close the store and leave,3
17_212_4,Just leave,6
17_213_4,He could stay at work,5
17_214_4,Close the store,3
17_215_4,talk to lawyer,7
17_216_4,Stay and miss his appointment,5
17_217_4,Try to close the store to attend the court appointment.,3
17_218_4,ask friend to take over for him,8
17_219_4,Call another worker who may be able to come in,2
17_220_4,Call the court and explain the issue,7
17_221_4,close the store,3
17_222_4,Call the courthouse and tell them he's going to be late,7
17_223_4,Call court and explain the situation.,7
17_224_4,Wait longer,4
17_225_4,wait for his boss,4
17_226_4,Try calling a second worker to cover. ,2
17_227_4,Call the boss' family,14
17_228_4,He should next try a family member if the friend can't come or be reached,8
17_230_4,Leave without saying anything to the boss.,6
17_231_4,Look for subtitute,2
17_232_4,Call a friend to watch the store,8
17_233_4,He could have a friend come in and watch the store until Jeff shows up.,8
17_234_4,He could someone at the court to see his options.,7
17_235_4,Jeff could abandon the store and go to his appointment.,6
17_236_4,Walk out without closing the store,6
17_237_4,lock up the store and leave,3
17_238_4,Skip the court appt,5
17_239_4,Keep calling his boss,1
17_240_4,Wait for the boss and get to court eventually,4
17_241_4,He could just leave and leave the store open.,6
17_242_4,Text his boss and go.,11
17_243_4,Just leave.,6
17_244_4,Call anybody else who might know where boss is.,14
17_245_4,wait until he come.,4
17_246_4,call relatives/friends of boss,14
17_247_4,hope he shows up soon,4
17_249_4,He can call his boss and inform him,1
17_250_4,Continue calling his boss,1
17_251_4,call somebody to look for boss,14
17_252_4,Keep trying to reach Jeff's boss,1
17_253_4,See if the court case is running late,7
17_254_4,call another employee in to cover,2
17_255_4,call another co-worker,2
17_256_4,call the court and see if they can postpone,7
17_257_4,Try to reschedule the court appointment,7
17_258_4,Lock the store up and go,3
17_259_4,Call the court for an extension,7
17_260_4,go to court anyways,6
17_261_4,Stay until his boss gets there,4
17_262_4,wait for his boss to arrive,4
17_263_4,call the court and try to get his appointment rescheduled,7
17_264_4,Call another employee to see if they can cover,2
17_265_4,stay at work and ask for forgiveness of the court,5
17_266_4,Wait and see if his boss will be there soon.,4
17_267_4,Jeff could call a friend to help with the store,8
17_268_4,Call another worker to see if they can come in,2
17_269_4,Keep waiting and maybe nothing bad will happen,4
17_270_4,Call the court.,7
17_271_4,call to reschedule court,7
17_272_4,Call the court to let them know he will be late.,7
17_273_4,see if someone else can cover the shift,3
17_274_4,call friend to come and wait for boss,8
17_275_4,quit,9
17_276_4,close the store down and leave,3
17_277_4,he should keep trying to reach Jeff,1
17_278_4,Leave the store without closing it,6
17_279_4,Call a coworker to cover.,2
17_280_4,Jeff could quit his job out of frustration.,9
17_281_4,"Leave a note at work explaining the situation to his boss, and going to the court appointment.",12
17_282_4,call another worker,2
17_283_4,ask a friend to stand in for him at the store,8
17_284_4,Call the court and inform them that he can't make it.,7
17_285_4,Jeff could leave the store unlock and unattended and go to court.,3
17_286_4,Leave without locking up,6
17_287_4,Leave his boss a nasty voicemail,10
17_288_4,call another coworker to cover his shift,2
17_289_4,Call a friend who lives nearby and beg him or her to take over at the store while Jeff is gone.,8
17_290_4,send out an emergency notice,0
17_291_4,Leave work and go to the appointment ,6
17_292_4,Call a coworker to take over.,2
17_293_4,Call the court and ask to postpone the appointment,7
17_294_4,call another coworker to work,2
17_295_4,Just leave,6
17_296_4,Lockup and close the store and go to his appointment.,3
17_297_4,leave the store unlocked,6
17_298_4,Stay behind and miss the appointment,5
17_299_4,not show up for his court appointment,5
17_300_4,don't go to the appointment,5
17_301_4,leave the store unattended,6
17_302_4,Drop a voicemail and close the store,3
17_303_4,Jeff could just leave the store unminded.,6
17_304_4,reschedule,7
17_305_4,Just quit and leave without securing the place.,6
17_306_4,ask a stranger to stay and wait for owner,4
17_307_4,quit his job and go to the appointment,9
17_308_4, Close and Lock the store,3
17_309_4,Close down the store,3
17_310_4,Keep working,5
17_311_4,leave a sign on the door saying he is out,12
17_209_5,leave store empty,6
17_210_5,close the store,3
17_211_5,call his boss again,1
17_212_5,Skip the court appointment,5
17_213_5,He could keep calling his boss until he answers,1
17_214_5,Skip Court,5
17_215_5,risk the chance of being  late,4
17_216_5,Call the court to reschedule,7
17_217_5,Pretend to forget about the court case and keep working.,5
17_218_5,miss appt,5
17_219_5,Reschedule the court appointment because of an emergency,7
17_220_5,Skip court,5
17_221_5,quit his job,9
17_222_5,Wait for his boss to show up,4
17_223_5,Do nothing.,0
17_224_5,Work a double shift,0
17_225_5, quit his job,9
17_226_5,Try calling a third worker to cover. ,2
17_227_5,Miss the court appointment,5
17_228_5,If he can't get anyone to cover for him then he may have to consider closing the store up and going to court depending on just how important this appointment is.,3
17_230_5,Stay at the store.,5
17_231_5,Blame the boss,0
17_232_5,Call another co-worker to watch the store,2
17_233_5,He could call corporate and inform them of the issue and explain that he needs to leave and close down until Jeff arrives.,2
17_234_5,He could call his lawyer if he has one to see what can be done.,7
17_235_5,Jeff could quit his job and go to his appointment.,9
17_236_5,Call the court to reschedule,7
17_237_5,have one of the customers fill in as employee,2
17_238_5,Close the store,3
17_239_5,Don't go to his appointment,5
17_240_5,Skip the appearance,5
17_241_5,I genuinely can't think of another option.,0
17_242_5,Get someone else to do his work.,2
17_243_5,Quit his job.,9
17_244_5,can't think of any other,0
17_245_5,cancel the appointment,5
17_246_5,leave,6
17_247_5,call boss every 5 minutes,1
17_249_5,He can write a letter and keep it in the store,12
17_250_5,Lock the store and leave,3
17_251_5,go to court,6
17_252_5,Find a co-worker to help,2
17_253_5,Leave the store unoccupied,6
17_254_5,don't show up to court ,5
17_255_5,keep calling the boss,1
17_256_5,get a friend to cover for him,8
17_257_5,Just leave,6
17_258_5,Stay at work,5
17_259_5,Get a friend to cover you at the store,8
17_260_5,put a sign saying they will be back soon,12
17_261_5,Quit and never come back,9
17_262_5,ask a bystander to watch over things for him,14
17_263_5,ask someone else to call his boss to see if they can get an answer,1
17_264_5,Call a friend to see if they can cover,8
17_265_5,walk out and throw arms up in the air,6
17_266_5,Call his bosses family.,14
17_267_5,Jeff could call a coworker to help with the store,2
17_268_5,Just wait patiently hope he will show soon.,4
17_269_5,Keep calling your boss,1
17_270_5,Quit.,9
17_271_5,temporarily close the store,3
17_272_5,Do nothing.,0
17_273_5,close the store for the day,3
17_274_5,call 911 and ask for wellness check,13
17_275_5,stay until his boss arrives,4
17_276_5,try to reschedule the court appointment,7
17_277_5,he should ask someone else to fill in for him,2
17_278_5,Call a friend to come and watch the store until the boss arrives,8
17_279_5,Cancel the court appointment.,7
17_280_5,"Jeff could continue working until his boss arrives, risking missing the appointment or being late.",5
17_281_5,Contact the court and try to get the date rescheduled. ,7
17_282_5,close the store,3
17_283_5,"quit his job, leave a note for his boss and go to his appointment",9
17_284_5,Ask someone to cover for him. ,2
17_285_5,Jeff could call another employee to come in.,2
17_286_5,Stay even though he'll be late.,4
17_287_5,Miss court,5
17_288_5,call his boss again,1
17_289_5,"Purposely flood the store, then close it and leave a note to his boss explaining that he had to close the store due to the flood.",3
17_290_5,continue the meeting,0
17_291_5,Asking another co worker to cover for them if the boss does not reply at all,2
17_292_5,Call the court to see if the appoinment can be moved.,7
17_293_5,Quit his job,9
17_294_5,wait and arrive late to his appointment,4
17_295_5,He should have notified his boss days/week in advance he need to got out asap.,1
17_296_5,Stay and miss his appointment.,5
17_297_5,call the police,13
17_298_5,Try to reschedule the appointment,7
17_299_5,hope and pray his boss shows up in time,6
17_300_5,ask a friend to cover for him,8
17_301_5,find a friend to watch the store for him,8
17_302_5,Go for his court appointment,6
17_303_5,Jeff could call the court and explain the situation hoping for clemency.,7
17_304_5,call a family member,8
17_305_5,Stay and work and miss court.,5
17_306_5,leave store open but leave a note for customers and owner,12
17_307_5,see if someone else can cover until the boss arrives,2
17_308_5,Stay and wait,4
17_309_5,Keep waiting without doing anything,4
17_310_5,Decide the day is ruined and just go home,6
17_311_5,get someone else to cover until the boss gets there,2
18_209_1,finish the race,2
18_210_1,leave the person,2
18_211_1,Call 911,1
18_212_1,Stop and help out,4
18_213_1,She could contact someone to come and help,1
18_214_1,Keep Going,2
18_215_1,get her some water,4
18_216_1,Call for help,1
18_217_1,Take the man in her sled to get help,3
18_218_1,call for help ,1
18_219_1,Check to see if he's okay,11
18_220_1,Keep going,2
18_221_1,stop to help the person,4
18_222_1,Stop,4
18_223_1,She could just continue with the race.,2
18_224_1,Leave him and finish the race,2
18_225_1,Check on her competition and carry on.,5
18_226_1,Stop and help. ,4
18_227_1,Stop and help,4
18_228_1,She should call for help,1
18_230_1,Stop and help the competitor.,4
18_231_1,Help the person,4
18_232_1,She can stop and assist the competitor,4
18_233_1,She could call 911 and report the issue,1
18_234_1,Stop and stay until help arrive,6
18_235_1,She could call for help and continue on.,5
18_236_1,Call for help,1
18_237_1,call for help,1
18_238_1,Keep going ,2
18_239_1,Help the competitor,4
18_240_1,Attend to the person,11
18_241_1,Stop and help the competitor.,4
18_242_1,Stop to help.,4
18_243_1,set out for help,9
18_244_1,Cover him with whatever she can find.,4
18_245_1,should help him,4
18_246_1,help the person,4
18_247_1,stop to help,4
18_249_1,She should stop and help the unconscious competitor,4
18_250_1,Stop and help him,4
18_251_1,help the competitor,4
18_252_1,Ignore her competitor and finish the race,2
18_253_1,Stop to help,4
18_254_1,Keep racing to the finish line.,2
18_255_1,keep going,2
18_256_1,help her competitor,4
18_257_1,Stop and help,4
18_258_1,Stop and render aid,4
18_259_1,Keep going,2
18_260_1,stop and help,4
18_261_1,Pretend she didn't see him,2
18_262_1,Stop racing and help this person,4
18_263_1,"stop and help, and stay until more help arrives",4
18_264_1,Keep going and pretend you didn't see him,2
18_265_1,stop and help the competitor,4
18_266_1,Call an ambulance.,1
